;"﻿""Code SP+ de la structure""";Intitulé du réseau;Intitulé de la typologie;Intitulé de la structure;Intitulé structure usager;Description de la structure;Identifiant de la structure;Type d'identifiant;Code SP+ structure parent;Intitulé de la structure parente;Adresse;Compléments Adresse;Code postal de la structure;Ville;PAYS;Codes Postaux;Départements;URL du site internet;Boîte à lettre fonctionnelle;Clé de tracking;Actif;Code sp+ de la typologie;INSEE Ville;INSEE Département;INSEE Région;INSEE Arrondissement
10888;2YfuV9jaV2;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANDERNOS-PE;;ANDERNOS-PE;NAQ0130;;bJZukLINR4;DTD METROPOLE OUEST ET BASSIN-PE;;;33510;ANDERNOS LES BAINS;France;;;;;;Oui;VBk7hCR4zw;com33005;dep33;reg75;arr33005
10893;K0infplq7Q;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANNONAY-PE;;ANNONAY-PE;ARA0270;;jzgLH7xge3;DTD ARDECHE-PE;;;7102;ANNONAY;France;;;;;;Oui;VBk7hCR4zw;com07010;dep07;reg84;arr07010
10894;NAlFFQ10vh;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANGERS CAPUCINS-PE;;ANGERS CAPUCINS-PE;PDL0112;;SqKTc5rgQn;DTD ANGERS-PE;;;49100;ANGERS;France;;;;;;Oui;VBk7hCR4zw;com49007;dep49;reg52;arr49007
10897;uFKpGT8caa;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANGERS LA ROSERAIE-PE;;ANGERS LA ROSERAIE-PE;PDL0117;;SqKTc5rgQn;DTD ANGERS-PE;;;49100;ANGERS;France;;;;;;Oui;VBk7hCR4zw;com49007;dep49;reg52;arr49007
10906;UWYEH2s8nh;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANGOULEME LA COURONNE-PE;;ANGOULEME  LA COURONNE-PE;NAQ0204;;o1JnqoLwYW;DTD CHARENTE SAINTONGE-PE;;;16400;LA COURONNE;France;;;;;;Oui;VBk7hCR4zw;com16113;dep16;reg75;arr16113
10909;8SBoCOVtb9;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANNECY-PE;;ANNECY-PE;ARA0176;;MaSla0FtsT;DTD HAUTE-SAVOIE-PE;;;74014;ANNECY;France;;;;;;Oui;VBk7hCR4zw;com74010;dep74;reg84;arr74010
10919;bcyKGbwosQ;POLE EMPLOI;PFP POLE EMPLOI;SERVICE CONVENTIONS EMPL. PUBLICS-PE;;SERVICE CONVENTIONS EMPL. PUBLICS-PE;PES0009;;umOvnUIwH7;DTC DIRECTION SERVICES AUX EMPLOYEURS-PE;;;92709;COLOMBES;France;;;;;;Oui;ARovVA6I9H;com92025;dep92;reg11;arr92025
11010;rUSshOYTE2;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ANTIBES SOPHIA-PE;;ANTIBES SOPHIA-PE;PAC0152;;BlBFFt3qA4;DTD 6 PUY-DE-DÔME-PE;;;6600;ANTIBES;France;;;;;;Oui;VBk7hCR4zw;com06004;dep06;reg93;arr06004
11021;FqcXXYvoM6;POLE EMPLOI;AGENCE POLE EMPLOI (APE);APT-PE;;APT-PE;PAC0113;;PnhPuHeomW;DTD LUBERON LEZ PROVENCE-PE;;;84400;APT;France;;;;;;Oui;VBk7hCR4zw;com84003;dep84;reg93;arr84003
11089;iwULHLjxEP;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ARGENTON SUR CREUSE-PE;;ARGENTON SUR CREUSE-PE;CEN0012;;dPMyyNeOT0;DTD BERRY-PE;;;36200;ARGENTON SUR CREUSE;France;;;;;;Oui;VBk7hCR4zw;com36006;dep36;reg24;arr36006
11092;bIsQ4ragDH;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ARGELES SUR MER-PE;;ARGELES SUR MER-PE;OCC0135;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;66700;ARGELES SUR MER;France;;;;;;Oui;VBk7hCR4zw;com66008;dep66;reg76;arr66008
11096;PVnWr0yyJ0;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ARGENTAN-PE;;ARGENTAN-PE;NOR0016;;5lUYGRYH49;DTD ORNE-PE;;;61200;ARGENTAN;France;;;;;;Oui;VBk7hCR4zw;com61006;dep61;reg28;arr61006
11097;pyI3oRuMu1;POLE EMPLOI;AGENCE POLE EMPLOI (APE);ARMENTIERES-PE;;ARMENTIERES-PE;HDF0062;;BrDcTPt6yt;DTD LILLE-PE;;;59280;ARMENTIERES;France;;;;;;Oui;VBk7hCR4zw;com59017;dep59;reg32;arr59017
11119;dVRrZ1ARNQ;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUCH-PE;;AUCH-PE;OCC0069;;bwaKwVnU68;DTD GERS-HAUTES-PYRENEES-PE;;;32000;AUCH;France;;;;;;Oui;VBk7hCR4zw;com32013;dep32;reg76;arr32013
11121;MfHbhH45Uw;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUDINCOURT-PE;;AUDINCOURT-PE;BFC0122;;qiAGmRMtMN;DTD 25/90 DOUBS TERRITOIRE DE BELFORT-PE;;;25405;AUDINCOURT;France;;;;;;Oui;VBk7hCR4zw;com25031;dep25;reg27;arr25031
11125;9RRAdVl1dD;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AULNAY-SOUS-BOIS-PE;;AULNAY-SOUS-BOIS-PE;IDF0254;;LzXHhVpJWr;DTD 93 SEINE-SAINT-DENIS CENTRE-PE;;;93600;AULNAY SOUS BOIS;France;;;;;;Oui;VBk7hCR4zw;com93005;dep93;reg11;arr93005
11127;V2wM9ErrA6;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AULNOYE-AYMERIES-PE;;AULNOYE-AYMERIES-PE;HDF0104;;cFzyCR6Kmc;DTD HAINAUT-PE;;;59620;AULNOYE AYMERIES;France;;;;;;Oui;VBk7hCR4zw;com59033;dep59;reg32;arr59033
11132;qb5RXRcEbu;POLE EMPLOI;PFP POLE EMPLOI;ASTRICA-PE;;ASTRICA-PE;REU0224;;PLgtGMfp2m;DR REUNION-PE;;;97713;SAINT-DENIS;France;;;;;;Oui;ARovVA6I9H;com97411;dep974;reg04;arr97411
11133;d6BkOnLWlf;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AURILLAC-PE;;AURILLAC-PE;ARA0049;;uMUZCsj1qC;DTD CANTAL-PE;;;15013;AURILLAC;France;;;;;;Oui;VBk7hCR4zw;com15014;dep15;reg84;arr15014
11134;bOIePEFI9G;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUBAGNE-PE;;AUBAGNE-PE;PAC0052;;TMInPilicY;DTD EST-PROVENCE-PE;;;13400;AUBAGNE;France;;;;;;Oui;VBk7hCR4zw;com13005;dep13;reg93;arr13005
11135;FH2dcrpVFz;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUSSILLON-PE;;AUSSILLON-PE;OCC0026;;CkqeB7m6w1;DTD TARN AVEYRON 1-PE;;;81200;AUSSILLON;France;;;;;;Oui;VBk7hCR4zw;com81021;dep81;reg76;arr81021
11136;SNxpqM9pQY;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUBENAS-PE;;AUBENAS-PE;ARA0271;;jzgLH7xge3;DTD ARDECHE-PE;;;7201;AUBENAS;France;;;;;;Oui;VBk7hCR4zw;com07019;dep07;reg84;arr07019
11138;3npS74Wm0c;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUBERVILLIERS-PE;;AUBERVILLIERS-PE;IDF0253;;bh4pkQstwr;DTD 93 SEINE-SAINT-DENIS OUEST-PE;;;93300;AUBERVILLIERS;France;;;;;;Oui;VBk7hCR4zw;com93001;dep93;reg11;arr93001
11139;ESZf87lOfb;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUTUN-PE;;AUTUN-PE;BFC0043;;F3JbO76q14;DTD 71 SAÔNE-ET-LOIRE-PE;;;71404;AUTUN;France;;;;;;Oui;VBk7hCR4zw;com71014;dep71;reg27;arr71014
11142;eThF5ACVoC;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUBIGNY SUR NERE-PE;;AUBIGNY SUR NERE-PE;CEN0101;;dPMyyNeOT0;DTD BERRY-PE;;;18700;AUBIGNY SUR NERE;France;;;;;;Oui;VBk7hCR4zw;com18015;dep18;reg24;arr18015
11143;TLCLyQMT1S;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AVALLON-PE;;AVALLON-PE;BFC0021;;rrWU5eG4eO;DTD 58/89 NIEVRE YONNE-PE;;;89200;AVALLON;France;;;;;;Oui;VBk7hCR4zw;com89025;dep89;reg27;arr89025
11144;HevSqI5XEL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AUBUSSON-PE;;AUBUSSON-PE;NAQ0021;;ncxSLQhWka;DTD CREUSE HAUTE-VIENNE-PE;;;23200;AUBUSSON;France;;;;;;Oui;VBk7hCR4zw;com23008;dep23;reg75;arr23008
11150;FWeauN5jeN;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AVIGNON JOLY JEAN-PE;;AVIGNON JOLY JEAN-PE;PAC0112;;QwoP6sQ1b4;DTD GRAND AVIGNON CARPENTRAS-PE;;;84918;AVIGNON;France;;;;;;Oui;VBk7hCR4zw;com84007;dep84;reg93;arr84007
11154;nFSGviq5fs;POLE EMPLOI;AGENCE SPECIALISEE POLE EMPLOI (APES);AVS PLACEMENT ARTISTES-PE;;AVS PLACEMENT ARTISTES-PE;IDF0082;;Y5iKbsChwc;DT 75 PARIS-PE;;;75015;PARIS 15;France;;;;;;Oui;WlAVseIyJV;com75056;dep75;reg11;arr75056-15
11156;17dUrE3296;POLE EMPLOI;AGENCE SPECIALISEE POLE EMPLOI (APES);AVS PLACEMENT TECHNICIENS-PE;;AVS PLACEMENT TECHNICIENS-PE;IDF0229;;5Sp452hWas;DTD 75 PARIS CITIUS-PE;;;93210;SAINT-DENIS;France;;;;;;Oui;WlAVseIyJV;com93066;dep93;reg11;arr93066
11159;rT4dep1Nfd;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AVON-PE;;AVON-PE;IDF0339;;3dKoR4mh6o;DTD 77 SEINE-ET-MARNE SUD-PE;;;77210;AVON;France;;;;;;Oui;VBk7hCR4zw;com77014;dep77;reg11;arr77014
11161;1HuFWuMKHx;POLE EMPLOI;AGENCE POLE EMPLOI (APE);AVRANCHES-PE;;AVRANCHES-PE;NOR0036;;HzxwzM2ySU;DTD MANCHE-PE;;;50300;AVRANCHES;France;;;;;;Oui;VBk7hCR4zw;com50025;dep50;reg28;arr50025
11162;4geZtu617w;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAGNOLS SUR CEZE-PE;;BAGNOLS SUR CEZE-PE;OCC0158;;HccMzPwqzG;DTD GARD LOZERE 2-PE;;;30200;BAGNOLS SUR CEZE;France;;;;;;Oui;VBk7hCR4zw;com30028;dep30;reg76;arr30028
11164;wcetU2roJ8;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAILLEUL-PE;;BAILLEUL-PE;HDF0064;;gh05mohFyY;DTD FLANDRES-PE;;;59270;BAILLEUL;France;;;;;;Oui;VBk7hCR4zw;com59043;dep59;reg32;arr59043
11174;l5HFpCZ0Fa;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAR LE DUC-PE;;BAR LE DUC-PE;GRE0123;;efxVZu39Ez;DTD 54/55 NORD OUEST-PE;;;55012;BAR LE DUC;France;;;;;;Oui;VBk7hCR4zw;com55029;dep55;reg44;arr55029
11175;om8uY5Zf3J;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAPAUME-PE;;BAPAUME-PE;HDF0176;;dROllo8XP6;DTD ARRAGEOIS-PE;;;62453;BAPAUME;France;;;;;;Oui;VBk7hCR4zw;com62080;dep62;reg32;arr62080
11179;YP0It7pnxh;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAR-SUR-AUBE-PE;;BAR-SUR-AUBE-PE;GRE0064;;tJyjD6gKDm;DTD AUBE-HAUTE-MARNE-PE;;;10200;BAR SUR AUBE;France;;;;;;Oui;VBk7hCR4zw;com10033;dep10;reg44;arr10033
11181;0ut1iP5xBv;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);BARBEZIEUX-PE;;BARBEZIEUX-PE;NAQ0207;;7GMpy4XJj4;DT 16/17 CHARENTE CHARENTE-MARITIME-PE;;;16300;BARBEZIEUX SAINT-HILAIRE;France;;;;;;Oui;40u6qHhYe2;com16028;dep16;reg75;arr16028
11182;lS4kxB9gGT;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BASSE TERRE DESMARAIS-PE;;BASSE TERRE DESMARAIS-PE;GUA0013;;dbCJOCgyCb;DT 971 BASSE-TERRE ET MARIE-GALANTE-PE;;;97100;BASSE TERRE;France;;;;;;Oui;VBk7hCR4zw;com97105;dep971;reg01;arr97105
11183;xTbMygVbL4;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BARENTIN-PE;;BARENTIN-PE;NOR0094;;Fmr3inUAWQ;DTD ROUEN-PE;;;76360;BARENTIN;France;;;;;;Oui;VBk7hCR4zw;com76057;dep76;reg28;arr76057
11186;AROcexwI8a;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAYEUX-PE;;BAYEUX-PE;NOR0060;;PynLTIdqU9;DTD CALVADOS-PE;;;14402;BAYEUX;France;;;;;;Oui;VBk7hCR4zw;com14047;dep14;reg28;arr14047
11199;w8pLcdV6wv;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BAYONNE-PE;;BAYONNE-PE;NAQ0052;;OdFP08plzi;DTD PAYS BASQUE-PE;;;64100;BAYONNE;France;;;;;;Oui;VBk7hCR4zw;com64102;dep64;reg75;arr64102
11202;2S2FDSTJ53;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BEGLES-PE;;BEGLES-PE;NAQ0148;;PSB0DtJN0L;DTD RIVES EST-PE;;;33130;BEGLES;France;;;;;;Oui;VBk7hCR4zw;com33039;dep33;reg75;arr33039
11204;m2iNwArEWl;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BELFORT EUROPE-PE;;BELFORT EUROPE-PE;BFC0105;;qiAGmRMtMN;DTD 25/90 DOUBS TERRITOIRE DE BELFORT-PE;;;90002;BELFORT;France;;;;;;Oui;VBk7hCR4zw;com90010;dep90;reg27;arr90010
11207;aQ7ZLEXY7w;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BEAUCAIRE-PE;;BEAUCAIRE-PE;OCC0163;;HccMzPwqzG;DTD GARD LOZERE 2-PE;;;30300;BEAUCAIRE;France;;;;;;Oui;VBk7hCR4zw;com30032;dep30;reg76;arr30032
11209;jJcrRZVITf;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BEAUFORT EN ANJOU-PE;;BEAUFORT EN ANJOU-PE;PDL0118;;osBFC4FDx7;DTD HORS ANGERS-PE;;;49250;BEAUFORT EN ANJOU;France;;;;;;Oui;VBk7hCR4zw;com49021;dep49;reg52;arr49021
11214;7j5KDOMyGe;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BELLEY-PE;;BELLEY-PE;ARA0293;;FfnLStcN9Q;DTD AIN-PE;;;1300;BELLEY;France;;;;;;Oui;VBk7hCR4zw;com01034;dep01;reg84;arr01034
11220;3Ir42lv8TO;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BERGERAC-PE;;BERGERAC-PE;NAQ0101;;ORmKfWxc50;DTD ISLE ET DORDOGNE-PE;;;24100;BERGERAC;France;;;;;;Oui;VBk7hCR4zw;com24037;dep24;reg75;arr24037
11226;k9jZNJpvtu;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BERNAY-PE;;BERNAY-PE;NOR0126;;41gGxqDZmE;DTD EURE-PE;;;27303;BERNAY;France;;;;;;Oui;VBk7hCR4zw;com27056;dep27;reg28;arr27056
11229;AdJxRZ6kgD;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BESANCON PLANOISE-PE;;BESANCON PLANOISE-PE;BFC0121;;qiAGmRMtMN;DTD 25/90 DOUBS TERRITOIRE DE BELFORT-PE;;;25043;BESANCON;France;;;;;;Oui;VBk7hCR4zw;com25056;dep25;reg27;arr25056
11232;EkUs584r7W;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BESANCON TEMIS-PE;;BESANCON TEMIS-PE;BFC0094;;qiAGmRMtMN;DTD 25/90 DOUBS TERRITOIRE DE BELFORT-PE;;;25007;BESANCON;France;;;;;;Oui;VBk7hCR4zw;com25056;dep25;reg27;arr25056
11236;btrOxgciqs;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BELLEVILLE-PE;;BELLEVILLE-PE;ARA0135;;bvboppfDv5;DTD RHONE OUEST BEAUJOLAIS VAL DE SAONE-PE;;;69823;BELLEVILLE EN BEAUJOLAIS;France;;;;;;Oui;VBk7hCR4zw;com69019;dep69;reg84;arr69019
11241;HmIExmuibn;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BIARRITZ-PE;;BIARRITZ-PE;NAQ0057;;OdFP08plzi;DTD PAYS BASQUE-PE;;;64200;BIARRITZ;France;;;;;;Oui;VBk7hCR4zw;com64122;dep64;reg75;arr64122
11242;IexZe0lNt7;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BERCK-SUR-MER-PE;;BERCK-SUR-MER-PE;HDF0141;;98G7rEnz6v;DTD NORD-ARTOIS COTE D'OPALE-PE;;;62600;BERCK;France;;;;;;Oui;VBk7hCR4zw;com62108;dep62;reg32;arr62108
11257;njsjh1HSiY;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BEZIERS CAPISCOL-PE;;BEZIERS CAPISCOL-PE;OCC0191;;v9UfsR5crh;DTD HERAULT 1-PE;;;34500;BEZIERS;France;;;;;;Oui;VBk7hCR4zw;com34032;dep34;reg76;arr34032
11406;y59B4ZP9Nz;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BLAGNAC-PE;;BLAGNAC-PE;OCC0095;;vJjQq9BLni;DTD HAUTE-GARONNE EXTRA-MUROS-PE;;;31700;BLAGNAC;France;;;;;;Oui;VBk7hCR4zw;com31069;dep31;reg76;arr31069
11409;HmPE2W9CAC;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BLANCARDE-PE;;BLANCARDE-PE;PAC0066;;7b4Fyfidyz;DTD MARSEILLE MER-PE;;;13392;MARSEILLE 05;France;;;;;;Oui;VBk7hCR4zw;com13055;dep13;reg93;arr13055-92
11413;NombGaLvOu;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BLAIN-PE;;BLAIN-PE;PDL0072;;8ML2HkcapT;DTD NORD LOIRE ET ATLANTIQUE-PE;;;44130;BLAIN;France;;;;;;Oui;VBk7hCR4zw;com44015;dep44;reg52;arr44015
11419;Prl1jq03hS;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BLAYE-PE;;BLAYE-PE;NAQ0147;;UrjvkajyHa;DTD BORDEAUX ESTUAIRE-PE;;;33390;BLAYE;France;;;;;;Oui;VBk7hCR4zw;com33058;dep33;reg75;arr33058
11428;tSfPrsrmGa;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BLOIS GARE-PE;;BLOIS GARE-PE;CEN0043;;MMuAC8TYJj;DTD PAYS DE LA SALAMANDRE 2019-PE;;;41000;BLOIS;France;;;;;;Oui;VBk7hCR4zw;com41018;dep41;reg24;arr41018
11437;NlueIZWmgX;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BOBIGNY-PE;;BOBIGNY-PE;IDF0261;;LzXHhVpJWr;DTD 93 SEINE-SAINT-DENIS CENTRE-PE;;;93000;BOBIGNY;France;;;;;;Oui;VBk7hCR4zw;com93008;dep93;reg11;arr93008
11439;7AOPVQlxNc;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BORDEAUX BASTIDE-PE;;BORDEAUX BASTIDE-PE;NAQ0142;;UrjvkajyHa;DTD BORDEAUX ESTUAIRE-PE;;;33072;BORDEAUX;France;;;;;;Oui;VBk7hCR4zw;com33063;dep33;reg75;arr33063
11445;k6mTYbcsoN;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BORDEAUX MERIADECK-PE;;BORDEAUX MERIADECK-PE;NAQ0136;;UrjvkajyHa;DTD BORDEAUX ESTUAIRE-PE;;;33076;BORDEAUX;France;;;;;;Oui;VBk7hCR4zw;com33063;dep33;reg75;arr33063
11448;sfPBaeU4XL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BORDEAUX NORD-PE;;BORDEAUX NORD-PE;NAQ0135;;UrjvkajyHa;DTD BORDEAUX ESTUAIRE-PE;;;33070;BORDEAUX;France;;;;;;Oui;VBk7hCR4zw;com33063;dep33;reg75;arr33063
11451;VxRxuYI6dD;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BORDEAUX SAINT JEAN-PE;;BORDEAUX SAINT JEAN-PE;NAQ0134;;UrjvkajyHa;DTD BORDEAUX ESTUAIRE-PE;;;33800;BORDEAUX;France;;;;;;Oui;VBk7hCR4zw;com33063;dep33;reg75;arr33063
11478;8Aqoq9O2i1;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BOUCAU MARINES-PE;;BOUCAU MARINES-PE;NAQ0045;;OdFP08plzi;DTD PAYS BASQUE-PE;;;64100;BAYONNE;France;;;;;;Oui;VBk7hCR4zw;com64102;dep64;reg75;arr64102
11482;meAZYRvGgq;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BOURG EN BRESSE-PE;;BOURG EN BRESSE-PE;ARA0285;;FfnLStcN9Q;DTD AIN-PE;;;1000;BOURG EN BRESSE;France;;;;;;Oui;VBk7hCR4zw;com01053;dep01;reg84;arr01053
11493;lOqorCTzy0;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BOULOGNE-SUR-MER-PE;;BOULOGNE-SUR-MER-PE;HDF0145;;98G7rEnz6v;DTD NORD-ARTOIS COTE D'OPALE-PE;;;62200;BOULOGNE SUR MER;France;;;;;;Oui;VBk7hCR4zw;com62160;dep62;reg32;arr62160
11500;PEJMMKn5lx;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BOURGES PROSPECTIVE-PE;;BOURGES PROSPECTIVE-PE;CEN0100;;dPMyyNeOT0;DTD BERRY-PE;;;18022;BOURGES;France;;;;;;Oui;VBk7hCR4zw;com18033;dep18;reg24;arr18033
11503;oUaeF9htdf;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BOURGOIN JALLIEU-PE;;BOURGOIN JALLIEU-PE;ARA0106;;Ly9vvJ5693;DTD NORD ISERE-PE;;;38307;BOURGOIN JALLIEU;France;;;;;;Oui;VBk7hCR4zw;com38053;dep38;reg84;arr38053
11594;RU4yNZgBTW;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRESSUIRE-PE;;BRESSUIRE-PE;NAQ0190;;WtZdnZZZvu;DTD DEUX-SEVRES-PE;;;79300;BRESSUIRE;France;;;;;;Oui;VBk7hCR4zw;com79049;dep79;reg75;arr79049
11596;xZTOIcfVXy;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRETIGNY-SUR-ORGE-PE;;BRETIGNY-SUR-ORGE-PE;IDF0150;;y4MdHz6k7d;DTD 91 ESSONNE OUEST-PE;;;91220;BRETIGNY SUR ORGE;France;;;;;;Oui;VBk7hCR4zw;com91103;dep91;reg11;arr91103
11599;sfqQswFXQd;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRIEY-PE;;BRIEY-PE;GRE0111;;efxVZu39Ez;DTD 54/55 NORD OUEST-PE;;;54152;VAL DE BRIEY;France;;;;;;Oui;VBk7hCR4zw;com54099;dep54;reg44;arr54099
11637;ni726iKDeI;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BREST EUROPE-PE;;BREST EUROPE-PE;BRE0032;;YfNaWJOS9w;DTD TERRES ET IROISE-PE;;;29228;BREST;France;;;;;;Oui;VBk7hCR4zw;com29019;dep29;reg53;arr29019
11639;jd92I5qprB;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BREST IROISE-PE;;BREST IROISE-PE;BRE0049;;YfNaWJOS9w;DTD TERRES ET IROISE-PE;;;29238;BREST;France;;;;;;Oui;VBk7hCR4zw;com29019;dep29;reg53;arr29019
11653;WHvoVz3lBO;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRIANCON-PE;;BRIANCON-PE;PAC0141;;TkkOwbToAT;DTD ALPES 04-05-PE;;;5100;BRIANCON;France;;;;;;Oui;VBk7hCR4zw;com05023;dep05;reg93;arr05023
11864;z8yABNiSIJ;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRIGNOLES-PE;;BRIGNOLES-PE;PAC0098;;MGFFNjoi4O;DTD BASSIN HAUT-VAR EST-VAR-PE;;;83175;BRIGNOLES;France;;;;;;Oui;VBk7hCR4zw;com83023;dep83;reg93;arr83023
11870;zwozLKiYA3;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRIOUDE-PE;;BRIOUDE-PE;ARA0041;;x0M932lvwA;DTD HAUTE-LOIRE-PE;;;43103;BRIOUDE;France;;;;;;Oui;VBk7hCR4zw;com43040;dep43;reg84;arr43040
11876;zAwJ411dSV;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRIVE LA MARQUISIE-PE;;BRIVE LA MARQUISIE-PE;NAQ0024;;T5XQH4JcWm;DTD VEZERE ET CORREZE-PE;;;19107;BRIVE LA GAILLARDE;France;;;;;;Oui;VBk7hCR4zw;com19031;dep19;reg75;arr19031
11885;PBaPovdd1P;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRON-PE;;BRON-PE;ARA0148;;XZbklNz0p7;DTD RHONE SUD EST-PE;;;69675;BRON;France;;;;;;Oui;VBk7hCR4zw;com69029;dep69;reg84;arr69029
11891;uixyBSAjlC;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRUAY-LA-BUISSIERE-PE;;BRUAY-LA-BUISSIERE-PE;HDF0151;;98G7rEnz6v;DTD NORD-ARTOIS COTE D'OPALE-PE;;;62700;BRUAY LA BUISSIERE;France;;;;;;Oui;VBk7hCR4zw;com62178;dep62;reg32;arr62178
11897;GlGnqLdn2Y;POLE EMPLOI;AGENCE POLE EMPLOI (APE);BRUNOY-PE;;BRUNOY-PE;IDF0144;;0SvX09WVsm;DTD 91 ESSONNE EST-PE;;;91800;BRUNOY;France;;;;;;Oui;VBk7hCR4zw;com91114;dep91;reg11;arr91114
12024;h6C2MS3dW9;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CAEN BEAULIEU-PE;;CAEN BEAULIEU-PE;NOR0063;;PynLTIdqU9;DTD CALVADOS-PE;;;14067;CAEN;France;;;;;;Oui;VBk7hCR4zw;com14118;dep14;reg28;arr14118
12095;nBlCTKSg0p;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CAMBRAI-PE;;CAMBRAI-PE;HDF0107;;cFzyCR6Kmc;DTD HAINAUT-PE;;;59405;CAMBRAI;France;;;;;;Oui;VBk7hCR4zw;com59122;dep59;reg32;arr59122
12101;e2RDKSwyY8;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CANNES-PE;;CANNES-PE;PAC0168;;BlBFFt3qA4;DTD 6 PUY-DE-DÔME-PE;;;6150;CANNES;France;;;;;;Oui;VBk7hCR4zw;com06029;dep06;reg93;arr06029
12102;ojWaV9j5aE;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CARCASSONNE-PE;;CARCASSONNE-PE;OCC0208;;uF4J6YFWqZ;DTD ARIEGE AUDE-PE;;;11000;CARCASSONNE;France;;;;;;Oui;VBk7hCR4zw;com11069;dep11;reg76;arr11069
